허가일자,상호,설비용량(KW),설치행정시,설치지역,원동력종류,사업개시일,구분,데이터기준일자
2018.4.4,(유)나월(나월태양광발전소),496.8,제주시,애월읍,태양광,2019.4.26,육상,2020.1.20
2014.10.7,(유)메가솔라 태양광발전소,1800,제주시,구좌읍,태양광,2015.7.1,없음,2020.1.20
2014.5.15,(유)무한에코에너지(서민행복8호태양광발전소),516,서귀포시,남원읍,태양광,2014.10.16,없음,2020.1.20
2014.12.9,(유)용흥마을태양광발전소,99,서귀포시,강정동,태양광,2015.10.29,없음,2020.1.20
2014.10.14,(유)제주 늘해랑,2198,서귀포시,성산읍,태양광,2019.1.31,없음,2020.1.20
2007.12.28,(유)케이엔디태양광발전소,80,제주시,한경면,태양광,2008.4.21,없음,2020.1.20
2018.4.2,(주 )일광쏠라 태양광발전소,499.9,서귀포시,성산읍,태양광,2019.2.12,육상,2020.1.20
2014.9.19,(주)가시리태양광,1494,서귀포시,표선면,태양광,2017.3.9,없음,2020.1.20
2015.5.19,(주)강산에너지 홍상기,750,제주시,회천동,태양광,2016.2.3,없음,2020.1.20
2013.12.19,(주)경선태양광((주)경선태양광(무릉지점)발전소),372,서귀포시,대정읍,태양광,2014.6.6,없음,2020.1.20
2017.11.23,(주)경철태양광,997.92,서귀포시,표선면,태양광,2018.12.19,육상,2020.1.20
2012.9.27,(주)구노제주솔라,330,서귀포시,성산읍,태양광,2013.3.11,없음,2020.1.20
2014.10.13,(주)금학전기(금학사호 태양광발전소),599.4,서귀포시,성산읍,태양광,2018.10.12,없음,2020.1.20
2014.7.10,(주)금학전기(금학이태양광발전소),837,서귀포시,남원읍,태양광,2016.7.14,없음,2020.1.20
2014.7.10,(주)금학전기(금학일태양광발전소),1390,서귀포시,남원읍,태양광,2015.12.25,없음,2020.1.20
2014.1.22,(주)나눔장학회((주)나눔태양광(영락)),480,서귀포시,대정읍,태양광,2014.9.3,없음,2020.1.20
2014.1.22,(주)남정수상태양광((주)남정수상태양광(상모1호기)),280,서귀포시,대정읍,태양광,2014.9.3,없음,2020.1.20
2014.2.20,(주)남정수상태양광(상모2호기),450,서귀포시,대정읍,태양광,2014.5.29,없음,2020.1.20
2010.6.21,(주)농업회사법인 제주축산바이오가스발전소,99,제주시,한림읍,바이오가스,2010.8.24,없음,2020.1.20
2013.12.23,(주)다쓰테크 가시리태양광발전소,1999.2,서귀포시,표선면,태양광,2014.6.26,없음,2020.1.20
2014.6.25,(주)다쓰테크 성읍리제2태양광발전소,1238.4,서귀포시,표선면,태양광,2015.2.24,없음,2020.1.20
2014.4.8,(주)다쓰테크 성읍리태양광발전소,859.5,서귀포시,표선면,태양광,2015.5.25,없음,2020.1.20
2013.12.12,(주)대원솔라제주,1396.8,서귀포시,대정읍,태양광,2014.10.8,없음,2020.1.20
2014.1.2,(주)대은계전((주)대은계전 태양광발전소),30,제주시,영평동,태양광,2014.6.26,없음,2020.1.20
2013.5.28,(주)대정태양광발전,400,서귀포시,대정읍,태양광,2013.9.5,없음,2020.1.20
2013.5.28,(주)대정태양광발전,500,서귀포시,대정읍,태양광,2013.9.5,없음,2020.1.20
2012.9.7,(주)더원산업 태양광발전소,499,서귀포시,성산읍,태양광,2017.7.5,없음,2020.1.20
2007.2.21,(주)도암엔지니어링건축사사무소,3,제주시,한경면,태양광,2007.2.27,없음,2020.1.20
2014.1.22,(주)동진태양광,500,서귀포시,대정읍,태양광,2014.12.4,없음,2020.1.20
2019.2.12,(주)뚜르에너지 태양광발전소,436.8,서귀포시,표선면,태양광,2019.8.21,지붕형,2020.1.20
2014.9.19,(주)미래에너지제주,2988,서귀포시,표선면,태양광,2017.3.10,없음,2020.1.20
2014.6.25,(주)삼우태양광발전,360,서귀포시,대정읍,태양광,2015.2.28,없음,2020.1.20
2014.4.7,(주)상모태양광발전,321.6,서귀포시,대정읍,태양광,2015.3.9,없음,2020.1.20
2014.10.15,(주)상은태양광,2988,서귀포시,표선면,태양광,2017.3.10,없음,2020.1.20
2014.4.7,(주)서귀포태양광발전소,1803.6,서귀포시,남원읍,태양광,2014.10.17,없음,2020.1.20
2014.2.5,(주)솔라텍코리아((주)솔라텍코리아 태양광발전소),467,서귀포시,대정읍,태양광,2014.9.3,없음,2020.1.20
2017.6.21,(주)승민태양광,297.6,서귀포시,표선면,태양광,2017.7.26,지붕형,2020.1.20
2009.1.19,(주)업스톤 해오름태양광발전소,194.4,서귀포시,성산읍,태양광,2009.11.19,없음,2020.1.20
2013.5.16,(주)열매 태양광발전소,593.4,서귀포시,남원읍,태양광,2014.8.27,없음,2020.1.20
2014.3.20,(주)영락태양광((주)영락태양광발전소),300,서귀포시,대정읍,태양광,2014.10.8,없음,2020.1.20
2014.1.28,(주)은혜태양광발전,349.28,서귀포시,대정읍,태양광,2014.10.8,없음,2020.1.20
2015.4.6,(주)자연에너지,805.86,서귀포시,하원동,태양광,2019.9.9,없음,2020.1.20
2012.11.16,(주)제이쏠라(한동발전소),450,제주시,구좌읍,태양광,2014.9.26,없음,2020.1.20
2012.11.2,(주)제이씨엘태양광발전소,990,제주시,구좌읍,태양광,2014.7.2,없음,2020.1.20
2013.5.27,(주)제일풍력,95.4,서귀포시,남원읍,태양광,2014.12.15,없음,2020.1.20
2013.8.16,(주)제주도시가스 태양광발전소,99.2,제주시,노형동,태양광,2013.12.13,없음,2020.1.20
2014.3.21,(주)제주청산태양광,400,서귀포시,대정읍,태양광,2015.2.28,없음,2020.1.20
2014.4.7,(주)제주태양광발전소,999,서귀포시,남원읍,태양광,2014.10.17,없음,2020.1.20
2013.12.19,(주)제주햇빛발전소(제주햇빛발전소),1696,서귀포시,표선면,태양광,2014.5.28,없음,2020.1.20
2013.10.8,(주)지상 (지상한림 태양광발전소),999.96,제주시,한림읍,태양광,2014.3.14,없음,2020.1.20
2014.3.10,(주)지상(제주빛나라 태양광발전소),498.96,제주시,한림읍,태양광,2017.9.8,없음,2020.1.20
2014.10.21,(주)탐라그린,2000,서귀포시,대정읍,태양광,2015.12.19,없음,2020.1.20
2014.10.28,(주)태원솔라,495,서귀포시,표선면,태양광,2016.6.24,없음,2020.1.20
2014.10.28,(주)태호에너지,495,서귀포시,표선면,태양광,2016.6.24,없음,2020.1.20
2014.5.15,(주)포에버 제주 태양광발전소,1602,서귀포시,남원읍,태양광,2014.10.10,없음,2020.1.20
2014.10.15,(주)표선태양광,2988,서귀포시,표선면,태양광,2017.3.10,없음,2020.1.20
2017.11.21,(주)하나에너지,498.96,서귀포시,표선면,태양광,2018.10.12,육상,2020.1.20
2012.9.27,(주)한라솔라팜,950,서귀포시,표선면,태양광,2013.4.18,없음,2020.1.20
2014.10.28,(주)한빛에너지,348.4,제주시,구좌읍,태양광,2015.8.11,없음,2020.1.20
2014.9.19,(주)한솔태양광,2988,서귀포시,표선면,태양광,2017.3.9,없음,2020.1.20
2017.11.23,(주)현인태양광,997.92,서귀포시,표선면,태양광,2018.12.19,육상,2020.1.20
2017.4.5,17-001 신성여중학교태양광,99.2,제주시,영평동,태양광,2017.9.25,육상,2020.1.20
2017.5.19,365일에너지태양광발전소,471.2,제주시,한경면,태양광,2018.10.25,육상,2020.1.20
2015.11.13,AJ태양광발전소,185,제주시,용담이동,태양광,2016.4.19,없음,2020.1.20
2014.11.4,HLS 태양광발전소,99,서귀포시,대정읍,태양광,2015.4.21,없음,2020.1.20
2017.7.27,JCG에너지1호태양광발전소,399.84,제주시,한경면,태양광,2018.10.24,육상,2020.1.20
2017.7.27,JCG에너지2호태양광발전소,199.98,제주시,한경면,태양광,2018.10.24,육상,2020.1.20
2017.7.27,JCG에너지3호태양광발전소,199.98,서귀포시,상예동,태양광,2018.10.26,육상,2020.1.20
2014.10.2,JH태양광발전소,99,제주시,구좌읍,태양광,2015.7.1,없음,2020.1.20
2014.6.3,Jin's2태양광발전소,290,서귀포시,대정읍,태양광,2015.4.21,없음,2020.1.20
2014.9.2,JJ태양광발전소,220.2,제주시,구좌읍,태양광,2018.12.3,없음,2020.1.20
2017.9.1,K1태양광발전소,99.28,서귀포시,표선면,태양광,2018.3.28,육상,2020.1.20
2010.9.27,kc하이드로(주),400,제주시,한경면,수력,2013.5.30,없음,2020.1.20
2017.3.21,MC태양광발전소,99.86,서귀포시,중문동,태양광,2017.8.3,육상,2020.1.20
2017.9.29,SM태양광발전소,148.48,제주시,한림읍,태양광,2018.4.9,육상,2020.1.20
2013.11.5,VE에너지,99,서귀포시,대정읍,태양광,2014.7.2,없음,2020.1.20
2018.4.19,YB 태양광발전소,194.4,서귀포시,동홍동,태양광,2019.3.22,육상,2020.1.20
2013.5.27,YJ테크 태양광발전소,95.4,서귀포시,남원읍,태양광,2014.12.15,없음,2020.1.20
2018.1.22,가람태양광발전소,244.4,제주시,구좌읍,태양광,2019.8.22,육상,2020.1.20
2017.9.1,가산2태양광발전소,895.05,서귀포시,남원읍,태양광,2019.1.21,육상,2020.1.20
2018.4.19,가시 태양광발전사업,997.92,서귀포시,표선면,태양광,2019.10.2,육상,2020.1.20
2010.9.3,가시리국산화풍력발전단지,15000,서귀포시,표선면,풍력,2012.3.13,없음,2020.1.20
2014.1.6,가시리풍력발전소,30000,서귀포시,표선면,풍력,2015.1.14,없음,2020.1.20
2018.6.21,가온 태양광발전소,347.76,서귀포시,대정읍,태양광,2019.5.1,육상,2020.1.20
2014.11.4,강빛태양광발전,99,서귀포시,대정읍,태양광,2015.4.21,없음,2020.1.20
2014.11.12,강석1호태양광발전소,99,서귀포시,남원읍,태양광,2015.9.18,없음,2020.1.20
2014.11.12,강석2호태양광발전소,99,서귀포시,남원읍,태양광,2016.12.29,없음,2020.1.20
2014.11.12,강석3호태양광발전소,99,서귀포시,남원읍,태양광,2018.11.6,없음,2020.1.20
2017.9.19,강정태양광발전소,99.4,제주시,한림읍,태양광,2018.3.22,육상,2020.1.20
