행정시,읍면동,허가일자,상호,설비용량(KW),상태,사업개시일,데이터기준일자
제주시,회천동,2015-05-19,(주)강산에너지 홍상기,750,사업개시,2016-02-03,2022-06-30
서귀포시,남원읍,2015-05-27,한남태양광발전소,297,공사진행,,2022-06-30
제주시,애월읍,2015-05-27,서광산업 신재생에너지발전소,2400,사업개시,2015-12-17,2022-06-30
제주시,이호이동,2015-05-28,이호동 오도마을회3호 태양광발전소,198.4,사업개시,2016-12-16,2022-06-30
제주시,한경면,2015-05-28,신성태양광발전소,64.05,사업개시,2015-12-19,2022-06-30
제주시,해안동,2015-05-28,해안22호태양광발전소,99,인허가,,2022-06-30
제주시,해안동,2015-05-28,해안17호태양광발전소,99,인허가,,2022-06-30
제주시,해안동,2015-05-28,해안14호태양광발전소,99,인허가,,2022-06-30
제주시,해안동,2015-05-28,해안31호태양광발전소,99,인허가,,2022-06-30
제주시,한림읍,2015-06-18,에이탑에너지3호 홍용철,98,인허가,,2022-06-30
제주시,애월읍,2015-07-08,영선태양광발전2호기 진맹하,99,공사진행,,2022-06-30
서귀포시,안덕면,2015-08-13,덕수리145-2발전소,99,인허가,,2022-06-30
서귀포시,안덕면,2015-08-13,덕수리145-3발전소,99,인허가,,2022-06-30
서귀포시,성산읍,2015-09-08,성수1태양광발전소,99,사업개시,2016-01-22,2022-06-30
제주시,봉개동,2015-10-20,명도암마을회태양광발전소,150,사업개시,2016-06-09,2022-06-30
제주시,한림읍,2015-10-20,은현태양광발전소,99.2,사업개시,2016-03-31,2022-06-30
제주시,회천동,2015-10-20,서회천마을회2호 태양광발전소,62.1,사업개시,2016-03-04,2022-06-30
서귀포시,대정읍,2015-11-11,진송2태양광발전소,98.28,사업개시,2020-01-03,2022-06-30
제주시,애월읍,2015-11-11,자운당태양광발전소,44,사업개시,2016-02-28,2022-06-30
제주시,용담이동,2015-11-13,SK태양광발전소,185,사업개시,2016-04-19,2022-06-30
서귀포시,대정읍,2015-12-19,도원태양광발전소,98.8,사업개시,2016-11-04,2022-06-30
제주시,구좌읍,2016-01-25,주식회사크레티오 태양광발전소,2036.8,사업개시,2019-05-29,2022-06-30
서귀포시,안덕면,2016-01-25,주식회사은영태양광발전소,496.62,사업개시,2016-08-29,2022-06-30
제주시,애월읍,2016-01-25,주식회사용권태양광발전소,2900,사업개시,2019-04-10,2022-06-30
서귀포시,대포동,2016-04-14,남원3대산소수력발전주식회사,19.4,사업개시,2020-10-12,2022-06-30
서귀포시,안덕면,2016-05-12,안덕 태양광발전소,1194.12,공사진행,,2022-06-30
제주시,애월읍,2016-05-12,한라비츠로파워태양광발전소,292.95,인허가,,2022-06-30
제주시,도남동,2016-06-02,도남점기아오토큐,27,공사진행,,2022-06-30
서귀포시,대정읍,2016-07-12,소현에너지,99.22,사업개시,2020-09-23,2022-06-30
서귀포시,대정읍,2016-07-26,소현에너지2호,398.16,사업개시,2020-09-23,2022-06-30
제주시,오라일동,2016-07-26,제주종합경기장태양광발전소,484.47,사업개시,2016-11-26,2022-06-30
서귀포시,토평동,2016-07-26,제주마을태양광발전소,83.41,사업개시,2017-02-07,2022-06-30
제주시,구좌읍,2016-08-04,제주하도제1태양광발전소,195,인허가,,2022-06-30
서귀포시,안덕면,2016-08-04,보름달태양광발전소,998.4,인허가,,2022-06-30
제주시,한경면,2016-08-04,준태양광발전소,34.02,인허가,,2022-06-30
서귀포시,중문동,2016-08-18,성보태양광,483.12,사업개시,2017-05-12,2022-06-30
서귀포시,남원읍,2016-09-12,수망햇빛1호태양광발전소,299.2,사업개시,2017-11-04,2022-06-30
제주시,용담일동,2016-09-12,제주미래태양광발전소,72,인허가,,2022-06-30
서귀포시,남원읍,2016-10-17,수망풍력발전소,25200,사업개시,2020-06-29,2022-06-30
제주시,애월읍,2016-10-17,제1호상가리태양광발전소,2260.8,인허가,,2022-06-30
제주시,애월읍,2016-10-17,제2호상가리태양광발전소,1689.6,인허가,,2022-06-30
제주시,한림읍,2016-10-17,성현태양광발전소,99,사업개시,2019-06-17,2022-06-30
서귀포시,대정읍,2016-10-28,안성태양광발전소,199.8,사업개시,2017-03-04,2022-06-30
서귀포시,상효동,2016-10-28,인피니티태양광발전소,582.8,사업개시,2020-11-06,2022-06-30
서귀포시,대정읍,2016-11-09,현주태양광발전소,349.96,인허가,,2022-06-30
제주시,월평동,2016-11-09,테라스힐태양광발전소,19.84,인허가,,2022-06-30
제주시,한경면,2016-11-16,성용유화발전,750,인허가,2016-11-16,2022-06-30
제주시,구좌읍,2016-11-24,김녕 태양광발전소,147,사업개시,2018-11-07,2022-06-30
제주시,봉개동,2016-11-24,봉개 태양광발전소,161,사업개시,2018-11-07,2022-06-30
제주시,애월읍,2016-11-24,상가 태양광발전소,148.48,사업개시,2020-03-31,2022-06-30
제주시,애월읍,2016-11-24,유수암 태양광발전소,767.27,사업개시,2018-11-07,2022-06-30
제주시,한경면,2016-11-24,낙천 태양광발전소,129.36,사업개시,2018-11-07,2022-06-30
제주시,구좌읍,2016-11-25,쉬영목태양광발전소,98.8,사업개시,2017-12-29,2022-06-30
서귀포시,남원읍,2016-11-25,정성태양광발전소,415,사업개시,2021-02-05,2022-06-30
서귀포시,남원읍,2016-11-25,신산2호 태양광발전소,99.16,사업개시,2020-01-09,2022-06-30
서귀포시,남원읍,2016-11-25,신산1호태양광발전소,98.8,사업개시,2017-10-13,2022-06-30
제주시,애월읍,2016-11-25,광령 태양광발전소,499.5,사업개시,2019-12-18,2022-06-30
제주시,애월읍,2016-11-25,해빛태양광발전소,294.8,사업개시,2017-06-28,2022-06-30
서귀포시,표선면,2016-11-25,유)제주해냄태양광발전소,993.6,사업개시,2020-02-07,2022-06-30
제주시,한경면,2016-11-25,신광태양광발전소,98.8,사업개시,2017-07-25,2022-06-30
제주시,한경면,2016-11-25,인성태양광발전소,98.8,사업개시,2017-07-25,2022-06-30
제주시,한경면,2016-11-25,광명태양광발전소,98.8,사업개시,2017-07-25,2022-06-30
제주시,해안동,2016-11-25,팡돌태양광발전소,297.6,사업개시,2017-07-13,2022-06-30
제주시,구좌읍,2016-12-08,세화대명태양광발전소,99.9,사업개시,2021-04-18,2022-06-30
제주시,구좌읍,2016-12-08,한동2호태양광발전소,98.8,사업개시,2017-09-16,2022-06-30
제주시,구좌읍,2016-12-08,한동1호 태양광발전소,98.8,사업개시,2017-12-29,2022-06-30
제주시,한경면,2016-12-08,햇볕1호 태양광발전소,98.8,사업개시,2018-04-24,2022-06-30
제주시,구좌읍,2016-12-12,동복리마을풍력발전소,2000,사업개시,2017-12-01,2022-06-30
서귀포시,대정읍,2017-01-03,다온태양광발전소,875.52,인허가,,2022-06-30
서귀포시,대정읍,2017-01-03,나민영태양광발전소,99,사업개시,2019-06-06,2022-06-30
서귀포시,성산읍,2017-01-03,세계태양광발전소,333.2,사업개시,2018-01-23,2022-06-30
서귀포시,성산읍,2017-01-03,한일 태양광발전소,250.11,사업개시,2017-11-24,2022-06-30
제주시,한경면,2017-01-04,수월봉태양광발전소,98.8,사업개시,2017-08-19,2022-06-30
제주시,한경면,2017-01-04,현준태양광발전소,99.2,사업개시,2017-06-02,2022-06-30
제주시,한림읍,2017-01-04,자연애2호태양광발전소,98.8,사업개시,2017-09-14,2022-06-30
제주시,한림읍,2017-01-04,자연애1호태양발전소,98.8,사업개시,2017-09-14,2022-06-30
제주시,한림읍,2017-01-04,승모태양광발전소,98.8,사업개시,2017-09-13,2022-06-30
제주시,한림읍,2017-01-04,승연태양광발전소,98.8,사업개시,2017-09-13,2022-06-30
제주시,구좌읍,2017-01-31,주식회사 라제스 태양광,704.32,사업개시,2018-10-10,2022-06-30
서귀포시,남원읍,2017-01-31,위미솔라발전소,994.95,사업개시,2018-03-29,2022-06-30
서귀포시,표선면,2017-01-31,터와울태양광발전소,99.16,사업개시,2017-10-25,2022-06-30
서귀포시,표선면,2017-01-31,써니태양광발전소,357.12,인허가,,2022-06-30
서귀포시,표선면,2017-01-31,세화태양광발전소 ※법인명: 종훈쏠라(유),299.2,사업개시,2017-12-29,2022-06-30
제주시,한림읍,2017-01-31,금한1호태양광발전소,99,사업개시,2018-03-22,2022-06-30
제주시,한림읍,2017-01-31,한림발전소,254.08,인허가,,2022-06-30
제주시,구좌읍,2017-02-09,운수태양광발전소,299.15,사업개시,2017-12-07,2022-06-30
서귀포시,남원읍,2017-02-09,경수태양광발전소,99.2,사업개시,2017-05-25,2022-06-30
서귀포시,성산읍,2017-02-09,정율1호태양광발전소,304.2,사업개시,2018-04-05,2022-06-30
서귀포시,안덕면,2017-02-09,예진태양광발전소,494.46,사업개시,2017-07-13,2022-06-30
제주시,애월읍,2017-02-09,지용태양광발전소,178.56,사업개시,2018-09-04,2022-06-30
제주시,애월읍,2017-02-09,승영태양광발전소,59.52,사업개시,2018-10-25,2022-06-30
서귀포시,표선면,2017-02-09,해찬1호태양광발전소,98.8,사업개시,2017-07-26,2022-06-30
제주시,한경면,2017-02-09,더썬태양광발전소,223.2,사업개시,2021-03-11,2022-06-30
제주시,한림읍,2017-02-09,금능1호태양광발전소,496,사업개시,2017-10-19,2022-06-30
제주시,한림읍,2017-02-09,금능2호태양광발전소,496,사업개시,2017-10-19,2022-06-30
제주시,한림읍,2017-02-09,선샤인 태양광발전소,98.8,사업개시,2020-11-24,2022-06-30
제주시,회천동,2017-02-09,윤서태양광발전소,296.4,사업개시,2017-09-06,2022-06-30
서귀포시,성산읍,2017-03-21,유진태양광발전소,99.28,사업개시,2017-07-26,2022-06-30
서귀포시,중문동,2017-03-21,MC태양광발전소,99.86,사업개시,2017-08-03,2022-06-30
제주시,한경면,2017-03-21,희선태양광발전소,97.92,인허가,,2022-06-30
제주시,회천동,2017-03-21,다담3호 태양광발전소,99.06,사업개시,2019-12-01,2022-06-30
제주시,구좌읍,2017-04-05,송당리태양광발전소1호,60.3,사업개시,2017-06-20,2022-06-30
제주시,구좌읍,2017-04-05,호원태양광발전소,991.44,공사진행,,2022-06-30
제주시,애월읍,2017-04-05,상순태양광발전소,99.96,사업개시,2021-05-24,2022-06-30
제주시,애월읍,2017-04-05,유수암태양광발전소,277.44,사업개시,2018-02-03,2022-06-30
제주시,영평동,2017-04-05,kepco-17-01-신성여중학교 태양광발전소,99.2,사업개시,2017-09-25,2022-06-30
제주시,한림읍,2017-04-05,한주 태양광발전소,98.75,인허가,,2022-06-30
제주시,한림읍,2017-04-05,대림1호 태양광발전소,99.28,사업개시,2017-09-13,2022-06-30
서귀포시,토평동,2017-04-12,해온태양광발전소,356.4,사업개시,2018-01-03,2022-06-30
서귀포시,표선면,2017-04-12,웅진태양광발전소,482.4,인허가,,2022-06-30
제주시,한림읍,2017-04-12,통일태양광발전소,99,사업개시,2018-03-22,2022-06-30
제주시,한림읍,2017-04-12,산하태양광발전소,99,사업개시,2019-01-31,2022-06-30
제주시,한림읍,2017-04-12,명월에너지태양광발전소,99.2,인허가,,2022-06-30
서귀포시,대정읍,2017-04-20,세정태양광발전소,99.28,사업개시,2017-11-04,2022-06-30
제주시,봉개동,2017-04-20,정진햇빛발전주식회사,494.6,사업개시,2018-01-25,2022-06-30
서귀포시,서호동,2017-04-20,해모아태양광발전소,299.25,인허가,,2022-06-30
서귀포시,표선면,2017-04-20,세화2 태양광발전소,99.28,사업개시,2021-01-05,2022-06-30
서귀포시,남원읍,2017-04-21,신흥태양광발전소,99,사업개시,2018-01-04,2022-06-30
서귀포시,남원읍,2017-04-21,위미2리제2태양광발전소,994.84,사업개시,2019-01-17,2022-06-30
서귀포시,대정읍,2017-04-21,은광태양광발전소,99.28,사업개시,2017-09-15,2022-06-30
서귀포시,안덕면,2017-04-21,주식회사 연세발전소,997.92,사업개시,2020-07-14,2022-06-30
서귀포시,안덕면,2017-04-21,주식회사 홍익홍성발전소,900.9,사업개시,2020-07-14,2022-06-30
제주시,한림읍,2017-04-21,함케2태양광발전소,98.75,사업개시,2017-11-25,2022-06-30
제주시,한림읍,2017-04-21,함케1태양광발전소,98.75,사업개시,2017-11-25,2022-06-30
제주시,한림읍,2017-04-21,금오름태양광발전소,495,사업개시,2019-01-31,2022-06-30
제주시,한림읍,2017-04-21,제주축산바이오가스발전소 2호,190,사업개시,2017-11-03,2022-06-30
서귀포시,남원읍,2017-04-26,남원위미태양광발전소,998.4,사업개시,2022-03-04,2022-06-30
서귀포시,대정읍,2017-04-26,수경태양광발전소,180.2,사업개시,2017-12-29,2022-06-30
서귀포시,성산읍,2017-04-26,난산에너지태양광발전소,669.12,인허가,,2022-06-30
서귀포시,표선면,2017-04-26,제1성읍태양광발전소,471.2,인허가,,2022-06-30
서귀포시,표선면,2017-04-26,제2성읍태양광발전소,595.2,인허가,,2022-06-30
제주시,구좌읍,2017-05-08,제주감귤34호 태양광발전소,235.52,사업개시,2018-11-07,2022-06-30
제주시,구좌읍,2017-05-08,제주감귤53호 태양광발전소,441,사업개시,2018-11-07,2022-06-30
서귀포시,남원읍,2017-05-08,제주감귤72호 태양광발전소,637,사업개시,2018-11-07,2022-06-30
서귀포시,남원읍,2017-05-08,제주감귤95호 태양광발전소,161,사업개시,2018-11-07,2022-06-30
서귀포시,남원읍,2017-05-08,제주감귤97호 태양광발전소,252,사업개시,2018-11-07,2022-06-30
서귀포시,대정읍,2017-05-08,제주감귤22호 태양광발전소,633.36,사업개시,2018-11-07,2022-06-30
서귀포시,대정읍,2017-05-08,제주감귤58호태양광발전소,496.64,사업개시,2018-11-26,2022-06-30
서귀포시,대정읍,2017-05-08,제주감귤44호 태양광발전소,780.85,사업개시,2018-11-07,2022-06-30
제주시,도련이동,2017-05-08,제주감귤60호태양광발전소,203.7,사업개시,2018-11-07,2022-06-30
서귀포시,성산읍,2017-05-08,제주감귤 64호 태양광발전소,350,사업개시,2019-04-17,2022-06-30
제주시,애월읍,2017-05-08,제주감귤106호 태양광발전소,336,사업개시,2020-04-08,2022-06-30
제주시,조천읍,2017-05-08,제주감귤5호 태양광발전소,441.35,사업개시,2018-11-07,2022-06-30
서귀포시,토평동,2017-05-08,제주감귤13호태양광발전소,154,사업개시,2018-11-07,2022-06-30
제주시,한림읍,2017-05-08,제주감귤71호 태양광발전소,250.88,사업개시,2018-11-07,2022-06-30
제주시,한림읍,2017-05-08,제주감귤83호 태양광발전소,224,사업개시,2018-11-07,2022-06-30
제주시,애월읍,2017-05-19,도림태양광발전소,97.28,공사진행,,2022-06-30
제주시,애월읍,2017-05-19,명림태양광발전소,97.92,공사진행,,2022-06-30
제주시,한경면,2017-05-19,365일에너지태양광발전소,471.2,사업개시,2018-10-25,2022-06-30
제주시,한림읍,2017-05-19,금오름1호태양광발전소,99.28,사업개시,2018-03-14,2022-06-30
제주시,한림읍,2017-05-19,태성1호태양광발전소,99.28,사업개시,2018-03-14,2022-06-30
제주시,한림읍,2017-05-19,구명물2호태양광발전소,82.8,사업개시,2019-04-26,2022-06-30
제주시,한림읍,2017-05-19,구명물3호태양광발전소,99.36,사업개시,2019-04-26,2022-06-30
제주시,한림읍,2017-05-19,구명물1호태양광발전소,99.28,사업개시,2018-03-14,2022-06-30
제주시,한림읍,2017-05-19,방림솔라태양광발전소,985,인허가,,2022-06-30
서귀포시,서귀동,2017-05-26,올레햇빛발전소,19.72,사업개시,2017-09-04,2022-06-30
서귀포시,성산읍,2017-05-26,건영에너지 태양광발전소,99,사업개시,2020-07-15,2022-06-30
서귀포시,성산읍,2017-05-26,건용에너지,99,사업개시,2020-07-15,2022-06-30
서귀포시,성산읍,2017-05-26,건미에너지,99,사업개시,2020-07-15,2022-06-30
서귀포시,성산읍,2017-05-26,건수에너지,99,인허가,,2022-06-30
제주시,한경면,2017-05-26,경림1호태양광발전소,997.92,사업개시,2019-05-02,2022-06-30
제주시,한림읍,2017-05-26,제이제이태양광발전소,200,사업개시,2018-04-20,2022-06-30
제주시,구좌읍,2017-06-21,송당태양광발전소,999.9,사업개시,2019-10-18,2022-06-30
제주시,구좌읍,2017-06-21,해찬태양광발전소,150,사업개시,2017-10-20,2022-06-30
서귀포시,남원읍,2017-06-21,신흥리태양광발전소,996.48,사업개시,2018-05-03,2022-06-30
제주시,노형동,2017-06-21,원태양광발전소,997.56,인허가,,2022-06-30
제주시,노형동,2017-06-21,어승생태양광발전소,1909.44,인허가,,2022-06-30
서귀포시,안덕면,2017-06-21,에스에이치이엔씨 10호 태양광발전소,993.6,사업개시,2019-08-22,2022-06-30
제주시,애월읍,2017-06-21,(주)제주감귤태양광192호,364,사업개시,2020-06-26,2022-06-30
제주시,애월읍,2017-06-21,금성태양광발전소2호,61.2,사업개시,2017-11-15,2022-06-30
서귀포시,표선면,2017-06-21,(주)승민태양광,297.6,사업개시,2017-07-26,2022-06-30
제주시,한림읍,2017-06-21,태성2호 태양광발전소,250.92,사업개시,2018-03-14,2022-06-30
제주시,한림읍,2017-06-21,정희1호 태양광발전소,99.06,사업개시,2021-01-04,2022-06-30
제주시,한림읍,2017-06-21,정희2호태양광발전소,99.16,사업개시,2020-05-25,2022-06-30
제주시,애월읍,2017-07-10,에코나라 유화발전소,2990,공사진행,,2022-06-30
제주시,조천읍,2017-07-11,지앤비1호태양광발전소,246.96,사업개시,2018-05-25,2022-06-30
제주시,한경면,2017-07-11,조은태양광발전소,99,사업개시,2019-04-09,2022-06-30
제주시,한경면,2017-07-11,정성태양광발전소,99,사업개시,2019-04-12,2022-06-30
제주시,한림읍,2017-07-11,종현2 태양광발전소,99,사업개시,2021-01-26,2022-06-30
제주시,한림읍,2017-07-11,성현2태양광발전소,99,인허가,,2022-06-30
제주시,한림읍,2017-07-11,상명새마을회태양광발전소,99.28,사업개시,2018-12-03,2022-06-30
제주시,회천동,2017-07-11,윤서4태양광발전소,97.2,사업개시,2018-03-22,2022-06-30
제주시,회천동,2017-07-11,윤서3태양광발전소,97.2,사업개시,2018-03-22,2022-06-30
제주시,회천동,2017-07-11,윤서2태양광발전소,97.2,사업개시,2018-03-22,2022-06-30
제주시,구좌읍,2017-07-27,경원에너지,345.6,사업개시,2018-07-21,2022-06-30
서귀포시,상예동,2017-07-27,JCG에너지3호 태양광발전소,199.98,사업개시,2020-01-10,2022-06-30
제주시,용강동,2017-07-27,제주용강1호태양광발전소,427.68,사업개시,2019-06-12,2022-06-30
제주시,한경면,2017-07-27,JCG에너지2호 태양광발전소,199.98,사업개시,2018-10-24,2022-06-30
제주시,한경면,2017-07-27,JCG에너지1호태양광발전소,399.84,사업개시,2018-10-24,2022-06-30
제주시,한림읍,2017-07-27,포엠이태양광발전소,378,공사진행,,2022-06-30
제주시,한림읍,2017-07-27,더문에너지1호태양광발전소,998,공사진행,,2022-06-30
제주시,회천동,2017-07-27,봉개동주민대책위원회1호 태양광발전소,2002,사업개시,2018-10-24,2022-06-30
서귀포시,강정동,2017-08-10,영진 태양광발전소,880.38,사업개시,2018-08-31,2022-06-30
서귀포시,성산읍,2017-08-10,영동태양광발전소,199.68,사업개시,2018-01-31,2022-06-30
서귀포시,성산읍,2017-08-10,난산태양광발전소,97.28,사업개시,2018-01-31,2022-06-30
제주시,애월읍,2017-08-10,기성2호태양광발전소,98.82,사업개시,2019-12-19,2022-06-30
제주시,애월읍,2017-08-10,기성1호태양광발전소,98.82,사업개시,2018-12-19,2022-06-30
제주시,조천읍,2017-08-10,창금1호태양광발전소,99.16,사업개시,2019-12-01,2022-06-30
제주시,조천읍,2017-08-10,창금3호태양광발전소,99.28,사업개시,2018-03-14,2022-06-30
제주시,조천읍,2017-08-10,창금2호태양광발전소,99.16,사업개시,2019-08-20,2022-06-30
서귀포시,표선면,2017-08-10,대명솔라1호에너지,496.4,사업개시,2020-09-29,2022-06-30
서귀포시,표선면,2017-08-10,토산태양광발전소,498.96,인허가,,2022-06-30
제주시,한림읍,2017-08-10,진숙태양광발전소,200,사업개시,2019-01-23,2022-06-30
제주시,애월읍,2017-08-12,금운2태양광발전소,95.85,사업개시,2018-05-22,2022-06-30
제주시,애월읍,2017-08-12,금운1태양광발전소,95.85,사업개시,2019-05-26,2022-06-30
제주시,한경면,2017-08-12,한라태양광발전소,399.84,사업개시,2018-02-27,2022-06-30
제주시,한림읍,2017-08-12,월림리 햇빛발전소,99.2,사업개시,2018-05-10,2022-06-30
제주시,구좌읍,2017-09-01,송당리태양광발전소,996.93,사업개시,2019-12-03,2022-06-30
서귀포시,남원읍,2017-09-01,가산2태양광발전소,895.05,사업개시,2019-01-21,2022-06-30
서귀포시,남원읍,2017-09-01,캘리포니아에너지,997.56,인허가,,2022-06-30
제주시,봉개동,2017-09-01,명도햇빛발전소,494.6,사업개시,2018-01-25,2022-06-30
서귀포시,성산읍,2017-09-01,하와이에너지,913.44,사업개시,2021-12-21,2022-06-30
제주시,조천읍,2017-09-01,뮤즈태양광발전소,498.48,사업개시,2018-04-06,2022-06-30
서귀포시,표선면,2017-09-01,웅태양광발전소,99.28,사업개시,2018-03-28,2022-06-30
서귀포시,표선면,2017-09-01,K1태양광발전소,99.28,사업개시,2018-03-28,2022-06-30
제주시,한림읍,2017-09-01,미주1호태양광반전소,99.28,사업개시,2018-12-17,2022-06-30
제주시,한림읍,2017-09-01,혜성2호태양광발전소,97.92,인허가,,2022-06-30
제주시,한림읍,2017-09-01,(주)해운광명에너지,409.6,사업개시,2020-08-28,2022-06-30
제주시,회천동,2017-09-01,회천태양광발전소,244.95,사업개시,2020-09-29,2022-06-30
제주시,구좌읍,2017-09-19,다이알월드1호태양광발전소,198.45,사업개시,2021-06-01,2022-06-30
제주시,구좌읍,2017-09-19,조운1호 태양광발전소,99.28,사업개시,2018-04-13,2022-06-30
제주시,구좌읍,2017-09-19,조운2호 태양광발전소,99.36,사업개시,2019-04-26,2022-06-30
서귀포시,색달동,2017-09-19,혜진2호태양광발전소,99.96,사업개시,2018-04-05,2022-06-30
서귀포시,색달동,2017-09-19,혜진1호태양광발전소,99.96,사업개시,2018-04-05,2022-06-30
제주시,한림읍,2017-09-19,강정태양광발전소,99.4,사업개시,2018-03-22,2022-06-30
제주시,구좌읍,2017-09-29,덕천리771발전소,98.42,사업개시,2019-05-28,2022-06-30
서귀포시,성산읍,2017-09-29,난산태양광발전소,899.1,공사진행,,2022-06-30
제주시,애월읍,2017-09-29,미래제이에스티솔라1호,992.8,사업개시,2019-01-29,2022-06-30
제주시,애월읍,2017-09-29,미래제주솔라1호,992.8,사업개시,2019-01-29,2022-06-30
제주시,애월읍,2017-09-29,굿초이스솔라1호,496.4,사업개시,2019-01-29,2022-06-30
제주시,애월읍,2017-09-29,재원태양광발전소,99.96,사업개시,2018-03-22,2022-06-30
서귀포시,표선면,2017-09-29,영화에너지 2호,99.84,사업개시,2018-11-29,2022-06-30
제주시,한경면,2017-09-29,두모리 1885 발전소,93.44,사업개시,2019-05-14,2022-06-30
제주시,한경면,2017-09-29,두모리 444 2호 발전소,97.09,사업개시,2019-05-14,2022-06-30
제주시,한경면,2017-09-29,두모리 444 1호 발전소,97.09,사업개시,2019-05-14,2022-06-30
제주시,한림읍,2017-09-29,SM태양광발전소,148.48,사업개시,2018-04-09,2022-06-30
제주시,한림읍,2017-09-29,월림에너지태양광발전소,99,사업개시,2019-03-11,2022-06-30
제주시,화북이동,2017-09-29,소민태양광발전소,316.8,사업개시,2018-05-11,2022-06-30
제주시,구좌읍,2017-09-30,제주감귤43호 태양광발전소,990.08,사업개시,2020-07-21,2022-06-30
서귀포시,남원읍,2017-09-30,제주감귤 90호 태양광발전소,994,사업개시,2019-04-17,2022-06-30
서귀포시,남원읍,2017-09-30,제주감귤98호 태양광발전소,609,사업개시,2019-04-17,2022-06-30
서귀포시,남원읍,2017-09-30,제주감귤130호 태양광발전소,223.44,사업개시,2019-10-08,2022-06-30
서귀포시,남원읍,2017-09-30,제주감귤131호 태양광발전소,458.64,사업개시,2018-10-08,2022-06-30
서귀포시,남원읍,2017-09-30,제주감귤96호 태양광발전소,308,사업개시,2018-11-07,2022-06-30
서귀포시,남원읍,2017-09-30,제주감귤96-1호 태양광발전소,245,사업개시,2018-11-07,2022-06-30
제주시,삼양일동,2017-09-30,제주감귤133호 태양광발전소,476,사업개시,2019-04-17,2022-06-30
서귀포시,서홍동,2017-09-30,제주감귤25호 태양광발전소,728,사업개시,2019-04-17,2022-06-30
서귀포시,서홍동,2017-09-30,제주감귤26호 태양광발전소,999.6,사업개시,2019-07-12,2022-06-30
서귀포시,성산읍,2017-09-30,제주감귤29호 태양광발전소,280,사업개시,2018-11-07,2022-06-30
서귀포시,성산읍,2017-09-30,제주감귤46호 태양광발전소,1288,사업개시,2019-04-17,2022-06-30
서귀포시,성산읍,2017-09-30,제주감귤46-1호 태양광발전소,266,사업개시,2019-04-17,2022-06-30
서귀포시,성산읍,2017-09-30,제주감귤159호 태양광발전소,651,사업개시,2018-11-07,2022-06-30
제주시,아라이동,2017-09-30,제주감귤8호 태양광발전소,496.64,사업개시,2019-04-17,2022-06-30
서귀포시,안덕면,2017-09-30,제주감귤152호 태양광발전소,651,사업개시,2019-04-15,2022-06-30
서귀포시,안덕면,2017-09-30,제주감귤152-1호 태양광발전소,567,사업개시,2020-04-13,2022-06-30
서귀포시,안덕면,2017-09-30,제주감귤81호 태양광발전소,2996,사업개시,2019-04-17,2022-06-30
서귀포시,안덕면,2017-09-30,제주감귤 27호 태양광발전소,231,사업개시,2018-11-07,2022-06-30
제주시,애월읍,2017-09-30,제주감귤57호 태양광발전소,553,사업개시,2019-04-17,2022-06-30
제주시,애월읍,2017-09-30,제주감귤28호 태양광발전소,998.4,사업개시,2020-04-21,2022-06-30
제주시,애월읍,2017-09-30,제주감귤24호 태양광발전소,497,사업개시,2019-05-03,2022-06-30
제주시,조천읍,2017-09-30,제주감귤167호 태양광발전소,633.36,사업개시,2019-07-17,2022-06-30
제주시,조천읍,2017-09-30,제주감귤163호 태양광발전소,651,사업개시,2019-04-17,2022-06-30
제주시,조천읍,2017-09-30,제주감귤164호 태양광발전소,749,사업개시,2019-04-17,2022-06-30
제주시,조천읍,2017-09-30,제주감귤87호 태양광발전소,400.4,사업개시,2019-07-17,2022-06-30
제주시,조천읍,2017-09-30,제주감귤118호 태양광발전소,714,사업개시,2019-11-11,2022-06-30
제주시,조천읍,2017-09-30,제주감귤137호 태양광발전소,714,사업개시,2019-04-17,2022-06-30
제주시,한경면,2017-09-30,제주감귤146호 태양광발전소,861,사업개시,2019-10-24,2022-06-30
제주시,한경면,2017-09-30,제주감귤150호태양광발전소,364,사업개시,2020-06-15,2022-06-30
제주시,한경면,2017-09-30,제주감귤149호 태양광발전소,763,사업개시,2020-06-02,2022-06-30
제주시,한경면,2017-09-30,제주감귤66호태양광발전소,238,사업개시,2019-11-18,2022-06-30
제주시,한경면,2017-09-30,제주감귤166호 태양광발전소,490,사업개시,2019-04-17,2022-06-30
제주시,한림읍,2017-09-30,제주감귤18호 태양광발전소,698.88,사업개시,2019-06-13,2022-06-30
제주시,회천동,2017-09-30,제주감귤76호 태양광발전소,266,사업개시,2019-08-22,2022-06-30
서귀포시,남원읍,2017-10-20,정성태양광발전소2호,900.72,사업개시,2019-03-18,2022-06-30
서귀포시,남원읍,2017-10-20,신흥 2호 태양광발전소,498.48,사업개시,2019-05-03,2022-06-30
서귀포시,남원읍,2017-10-20,신흥1호태양광발전소,998.3,사업개시,2019-05-03,2022-06-30
서귀포시,대정읍,2017-10-20,미래태양광발전소,298.08,사업개시,2019-05-02,2022-06-30
서귀포시,대정읍,2017-10-20,진성에너지개발무릉리태양광발전소,410.04,사업개시,2019-04-23,2022-06-30
제주시,한림읍,2017-10-20,명월태양광발전소,196.98,사업개시,2018-09-28,2022-06-30
서귀포시,대정읍,2017-10-30,제주명진태양광발전소,90,사업개시,2019-05-21,2022-06-30
제주시,이호이동,2017-10-30,억새미발전소,49.92,사업개시,2018-03-14,2022-06-30
