행정시,읍면동,허가일자,상호,설비용량(KW),상태,사업개시일,데이터기준일자
제주시,회천동,2020-08-20,나리2호태양광발전소,99.22,인허가,,2022-06-30
서귀포시,강정동,2020-08-31,서년뒤태양광발전소,19.92,인허가,,2022-06-30
서귀포시,남원읍,2020-08-31,조아1태양광발전소,99.75,인허가,,2022-06-30
제주시,용담이동,2020-08-31,일광태양광발전소,22.18,사업개시,2021-01-21,2022-06-30
서귀포시,월평동,2020-08-31,주광태양광발전소,99.96,사업개시,2021-01-26,2022-06-30
제주시,조천읍,2020-08-31,송욱태양광발전소,914.76,사업개시,2021-12-10,2022-06-30
제주시,한림읍,2020-08-31,소원2호태양광발전소,69.72,인허가,,2022-06-30
서귀포시,상예동,2020-09-01,승민이네태양광발전소,12.18,사업개시,2021-01-05,2022-06-30
제주시,애월읍,2020-09-01,오름제 태양광발전소,38.5,인허가,,2022-06-30
제주시,한경면,2020-09-01,미소태양광발전소,299.04,인허가,,2022-06-30
제주시,한경면,2020-09-01,조수리태양광발전소,699.72,인허가,,2022-06-30
제주시,한림읍,2020-09-01,동명태양광발전소,356.72,인허가,,2022-06-30
제주시,한림읍,2020-09-01,한림태양광발전소,996.3,인허가,,2022-06-30
서귀포시,남원읍,2020-09-21,미소2호태양광발전소,299.7,인허가,,2022-06-30
서귀포시,안덕면,2020-09-21,정인그린 태양광발전소,43.2,사업개시,2021-01-26,2022-06-30
서귀포시,중문동,2020-09-21,제주국제컨벤션EV충전스테이션발전소,100.8,사업개시,2021-01-04,2022-06-30
서귀포시,남원읍,2020-09-23,해비치발전소,348.3,인허가,,2022-06-30
서귀포시,대정읍,2020-09-23,영쏠라파워태양광발전소,99.96,사업개시,2021-01-20,2022-06-30
서귀포시,대정읍,2020-09-23,안심2호 태양광발전소,81.9,사업개시,2021-01-26,2022-06-30
서귀포시,대정읍,2020-09-23,민쏠라파워태양광발전소,99.96,사업개시,2021-01-20,2022-06-30
서귀포시,대정읍,2020-09-23,용쏠라파워태양광발전소,99.96,사업개시,2021-01-20,2022-06-30
서귀포시,안덕면,2020-09-23,해사랑태양광발전소,99.96,사업개시,2021-01-26,2022-06-30
제주시,구좌읍,2020-09-25,와이앤케이에너지2호태양광발전소,406.98,사업개시,2021-04-23,2022-06-30
서귀포시,남원읍,2020-09-25,성현3태양광발전소,299.04,사업개시,2021-08-06,2022-06-30
제주시,봉개동,2020-09-25,명도암마을회3호태양광발전소,204,사업개시,2021-03-30,2022-06-30
제주시,조천읍,2020-09-25,상록수1호태양광발전소,99.6,사업개시,2021-05-17,2022-06-30
제주시,조천읍,2020-09-25,상록수2호태양광발전소,99.6,사업개시,2021-05-17,2022-06-30
제주시,도두일동,2020-09-29,로즈태양광발전소,19.5,공사진행,,2022-06-30
제주시,한경면,2020-09-29,심전태양광발전소,199.2,인허가,,2022-06-30
제주시,한림읍,2020-09-29,금악태양광발전소2호,99.75,인허가,,2022-06-30
서귀포시,대정읍,2020-10-02,제주감귤196호태양광발전소,698.88,사업개시,2021-01-20,2022-06-30
제주시,애월읍,2020-10-02,봉성2호태양광발전소,99.12,사업개시,2021-12-10,2022-06-30
제주시,한경면,2020-10-02,썬에너지,99.9,인허가,,2022-06-30
제주시,한경면,2020-10-02,판포1태양광발전소,806.4,인허가,,2022-06-30
제주시,한경면,2020-10-02,판포2태양광 발전소,504,인허가,,2022-06-30
서귀포시,남원읍,2020-10-08,성현2태양광발전소,99.68,사업개시,2021-08-06,2022-06-30
서귀포시,남원읍,2020-10-08,성현1태양광발전소,99.68,사업개시,2021-08-06,2022-06-30
서귀포시,대정읍,2020-10-08,예훈1호태양광발전소,99.96,사업개시,2021-01-20,2022-06-30
서귀포시,대정읍,2020-10-08,예담1호태양광발전소,97.44,사업개시,2021-01-20,2022-06-30
제주시,애월읍,2020-10-08,다현태양광발전소,91.35,사업개시,2021-04-08,2022-06-30
제주시,한경면,2020-10-08,고건태양광발전소,54.81,인허가,,2022-06-30
서귀포시,남원읍,2020-10-13,성보1태양광발전소,99.68,사업개시,2021-07-19,2022-06-30
서귀포시,남원읍,2020-10-13,성보2태양광발전소,99.68,사업개시,2021-07-19,2022-06-30
서귀포시,남원읍,2020-10-13,오성태양광발전소,99.96,사업개시,2021-06-14,2022-06-30
서귀포시,중문동,2020-10-13,세영3호태양광발전소,727.76,사업개시,2021-04-14,2022-06-30
서귀포시,중문동,2020-10-13,세영4호 태양광발전소,499.84,사업개시,2021-04-14,2022-06-30
제주시,한경면,2020-10-13,현대태양광발전소,19.5,인허가,,2022-06-30
제주시,구좌읍,2020-10-21,행원 태양광발전소,99.12,사업개시,2021-01-04,2022-06-30
서귀포시,대정읍,2020-10-21,동일1리마을회 태양광발전소,60.06,사업개시,2021-04-13,2022-06-30
서귀포시,대정읍,2020-10-21,주연태양광발전소,75.68,사업개시,2021-07-12,2022-06-30
서귀포시,대정읍,2020-10-21,미인2태양광발전소,75.68,사업개시,2021-07-12,2022-06-30
제주시,애월읍,2020-10-21,도치돌태양광발전소,997.36,인허가,,2022-06-30
제주시,조천읍,2020-10-21,용욱태양광발전소,99.96,사업개시,2021-01-12,2022-06-30
서귀포시,남원읍,2020-10-29,해든빌레신흥2호 태양광발전소,99.96,인허가,,2022-06-30
서귀포시,남원읍,2020-10-29,라봉태양광발전소,19.92,인허가,,2022-06-30
서귀포시,안덕면,2020-10-29,다올2태양광발전소,99.96,사업개시,2021-04-19,2022-06-30
서귀포시,안덕면,2020-10-29,오름태양광발전소,99.96,사업개시,2021-04-07,2022-06-30
제주시,화북이동,2020-10-29,윤성안전태양광발전소,27.28,공사진행,,2022-06-30
서귀포시,강정동,2020-11-06,강정마을회관태양광발전소,89.64,사업개시,2021-04-13,2022-06-30
서귀포시,강정동,2020-11-06,강정노인회관태양광발전소,59.76,사업개시,2021-04-13,2022-06-30
서귀포시,대정읍,2020-11-06,주식회사 현진태양광발전소,998.56,사업개시,2021-06-14,2022-06-30
제주시,한림읍,2020-11-06,(주)태준태양광발전소,495.6,인허가,,2022-06-30
제주시,한림읍,2020-11-06,반디그린1호태양광발전소,495.6,인허가,,2022-06-30
제주시,한림읍,2020-11-06,케이에스바이오태양광발전소,495.6,인허가,,2022-06-30
제주시,한림읍,2020-11-06,킴스2호 태양광발전소,85.28,사업개시,2021-07-19,2022-06-30
서귀포시,남원읍,2020-11-10,에스와이에너지2호태양광발전소,670.5,사업개시,2022-01-19,2022-06-30
제주시,도남동,2020-11-10,에스와이에너지8호태양광발전소,198.9,사업개시,2022-01-19,2022-06-30
제주시,애월읍,2020-11-10,에스와이에너지4호태양광발전소,499.5,사업개시,2022-01-19,2022-06-30
제주시,조천읍,2020-11-10,에스와이에너지5호태양광발전소,621,인허가,,2022-06-30
서귀포시,토평동,2020-11-10,에스와이에너지1호태양광발전소,498.4,사업개시,2022-01-19,2022-06-30
서귀포시,표선면,2020-11-10,에스와이에너지 표선태양광발전소,351,사업개시,2022-01-19,2022-06-30
서귀포시,회수동,2020-11-10,에스와이에너지3호태양광발전소,498.4,사업개시,2022-01-19,2022-06-30
제주시,봉개동,2020-11-16,뉴그린태양광발전소,96,공사진행,,2022-06-30
제주시,한경면,2020-11-16,해피제주태양광발전소LK,99.2,인허가,,2022-06-30
제주시,한경면,2020-11-16,해피제주태양광발전소JH,29.6,인허가,,2022-06-30
서귀포시,안덕면,2020-11-30,예담4호태양광발전소,99.96,사업개시,2021-08-25,2022-06-30
서귀포시,안덕면,2020-11-30,예훈4호태양광발전소,99.96,사업개시,2021-08-12,2022-06-30
제주시,조천읍,2020-11-30,에코파워텍2호 태양광발전소,955.9,사업개시,2022-01-03,2022-06-30
서귀포시,회수동,2020-11-30,예훈2호태양광발전소,99.96,사업개시,2021-11-01,2022-06-30
서귀포시,회수동,2020-11-30,예담2호태양광발전소,99.96,사업개시,2021-11-01,2022-06-30
서귀포시,회수동,2020-11-30,담훈1호태양광발전소,458.76,사업개시,2021-11-01,2022-06-30
서귀포시,남원읍,2020-12-11,수망서년뒤 태양광발전소,99.96,인허가,,2022-06-30
서귀포시,성산읍,2020-12-11,성준태양광발전소,498.4,사업개시,2021-09-07,2022-06-30
서귀포시,성산읍,2020-12-11,제주중앙 태양광발전소,99.68,사업개시,2021-07-29,2022-06-30
서귀포시,성산읍,2020-12-11,신풍2태양광발전소,99.68,사업개시,2021-07-29,2022-06-30
서귀포시,성산읍,2020-12-11,신풍1태양광발전소,99.68,사업개시,2021-07-29,2022-06-30
서귀포시,상예동,2020-12-16,예훈5호태양광발전소,99.96,사업개시,2021-07-12,2022-06-30
제주시,애월읍,2020-12-16,애월햇살태양광발전소,19.14,인허가,,2022-06-30
제주시,이도일동,2020-12-16,누리앙상블태양광발전소,20.01,인허가,,2022-06-30
제주시,한림읍,2020-12-16,햇빛태양광발전소,99.12,인허가,,2022-06-30
제주시,한림읍,2020-12-16,태양 태양광발전소,99.12,인허가,,2022-06-30
제주시,한림읍,2020-12-16,제주 탐나라 관광태양광,803.01,인허가,,2022-06-30
서귀포시,안덕면,2020-12-30,제2서광태양광발전소,99.54,사업개시,2021-07-12,2022-06-30
서귀포시,안덕면,2020-12-30,상천리 청수나눔에너지1호,388.08,인허가,,2022-06-30
제주시,애월읍,2020-12-30,어름비풍력발전소,3000,인허가,,2022-06-30
제주시,한림읍,2020-12-30,준호2태양광,99.32,인허가,,2022-06-30
제주시,한림읍,2020-12-30,준호1태양광,99.32,인허가,,2022-06-30
제주시,한림읍,2020-12-30,준호3태양광,99.32,인허가,,2022-06-30
제주시,한림읍,2020-12-30,준호4태양광,99.32,인허가,,2022-06-30
제주시,구좌읍,2021-01-08,일출2태양광발전소,125.28,사업개시,2021-10-29,2022-06-30
제주시,구좌읍,2021-01-08,일출1 태양광발전소,99.18,사업개시,2021-10-29,2022-06-30
제주시,구좌읍,2021-01-08,지훈태양광발전소,454.14,사업개시,2021-12-10,2022-06-30
제주시,구좌읍,2021-01-08,서현태양광발전소,99.18,사업개시,2021-12-10,2022-06-30
서귀포시,남원읍,2021-01-08,보현2 태양광발전소,996.8,공사진행,,2022-06-30
제주시,애월읍,2021-01-08,장전리 연수원 옥상 태양광발전소,44.63,인허가,,2022-06-30
서귀포시,남원읍,2021-01-20,다연쏠라,999.6,사업개시,2022-05-31,2022-06-30
서귀포시,남원읍,2021-01-20,미소3호태양광발전소,999.6,사업개시,2022-06-07,2022-06-30
서귀포시,남원읍,2021-01-20,에스와이에너지6호 태양광발전소,240.75,사업개시,2022-01-19,2022-06-30
서귀포시,표선면,2021-01-20,토산태양광발전소,998.1,공사진행,,2022-06-30
서귀포시,대정읍,2021-02-08,HS한라 태양광발전소,99.6,사업개시,2021-06-14,2022-06-30
서귀포시,안덕면,2021-02-08,동광 푸른들발전소,99.19,사업개시,2021-11-01,2022-06-30
서귀포시,안덕면,2021-02-08,펠롱 발전소,99.19,사업개시,2021-11-01,2022-06-30
제주시,봉개동,2021-02-09,봉개 태양광발전소,95.55,인허가,,2022-06-30
제주시,애월읍,2021-02-09,봉성리 태양광발전소,1696.24,인허가,,2022-06-30
제주시,한경면,2021-02-09,효관 태양광발전소,493.3,인허가,,2022-06-30
제주시,한림읍,2021-02-09,오름2호 태양광발전소,99.12,인허가,,2022-06-30
제주시,한림읍,2021-02-09,명월2호 태양광발전소,299.7,인허가,,2022-06-30
제주시,구좌읍,2021-02-26,미소4호 태양광발전소,638.82,인허가,,2022-06-30
제주시,구좌읍,2021-02-26,와이제이행원발전소,638.82,인허가,,2022-06-30
제주시,한림읍,2021-02-26,플러스2 태양광발전소,161.28,인허가,,2022-06-30
서귀포시,대정읍,2021-03-02,도원2호 태양광발전소,346.08,사업개시,2021-07-12,2022-06-30
서귀포시,법환동,2021-03-02,못거리태양광발전소,19.8,사업개시,2021-09-16,2022-06-30
서귀포시,상예동,2021-03-02,베스트2호 태양광발전소,150,공사진행,,2022-06-30
서귀포시,표선면,2021-03-02,토산2 태양광발전소,1995.84,인허가,,2022-06-30
서귀포시,성산읍,2021-03-22,창승3태양광발전소,98.28,인허가,,2022-06-30
서귀포시,성산읍,2021-03-22,창승2태양광발전소,98.28,인허가,,2022-06-30
서귀포시,성산읍,2021-03-22,창승1태양광발전소,98.28,인허가,,2022-06-30
서귀포시,성산읍,2021-03-22,수민 태양광발전소,597.06,공사진행,,2022-06-30
제주시,애월읍,2021-03-22,수산 태양광발전소,553.3,인허가,,2022-06-30
제주시,조천읍,2021-03-22,선흘리 청수나눔에너지2호 태양광발전소,622.16,인허가,,2022-06-30
서귀포시,표선면,2021-03-22,티앤알4호태양광발전소,722.25,인허가,,2022-06-30
서귀포시,표선면,2021-03-22,제주해냄2호 태양광발전소,696.6,인허가,,2022-06-30
제주시,한림읍,2021-03-22,건희2 태양광발전소,59.04,사업개시,2021-07-29,2022-06-30
제주시,한림읍,2021-03-22,강기택 태양광발전소,99.9,인허가,,2022-06-30
제주시,구좌읍,2021-04-19,우송9호 태양광발전소,44.63,인허가,,2022-06-30
제주시,구좌읍,2021-04-19,우송8호 태양광발전소,89.25,인허가,,2022-06-30
제주시,구좌읍,2021-04-19,우송7호 태양광발전소,89.25,인허가,,2022-06-30
제주시,구좌읍,2021-04-19,우송6호 태양광발전소,89.25,인허가,,2022-06-30
제주시,구좌읍,2021-04-19,우송5호 태양광발전소,89.25,인허가,,2022-06-30
제주시,구좌읍,2021-04-19,우송4호 태양광발전소,89.25,인허가,,2022-06-30
제주시,구좌읍,2021-04-19,우송3호 태양광발전소,89.25,인허가,,2022-06-30
제주시,구좌읍,2021-04-19,우송2호 태양광발전소,89.25,인허가,,2022-06-30
제주시,구좌읍,2021-04-19,우송1호 태양광발전소,89.25,인허가,,2022-06-30
서귀포시,안덕면,2021-04-19,라이언태양광발전소,662.48,사업개시,2022-01-03,2022-06-30
서귀포시,안덕면,2021-04-19,에스원태양광발전소,458.64,사업개시,2022-01-03,2022-06-30
서귀포시,안덕면,2021-04-19,인에너지2호 태양광발전소,98.28,사업개시,2022-01-03,2022-06-30
서귀포시,안덕면,2021-04-19,썬 태양광발전소,182,사업개시,2022-01-03,2022-06-30
서귀포시,안덕면,2021-04-19,청춘 태양광발전소,662.48,사업개시,2022-01-03,2022-06-30
제주시,구좌읍,2021-04-21,복미3호 태양광발전소,99,인허가,,2022-06-30
서귀포시,남원읍,2021-04-21,복미2호 태양광발전소,99,인허가,,2022-06-30
서귀포시,안덕면,2021-04-21,복미1호 태양광발전소,99,인허가,,2022-06-30
서귀포시,표선면,2021-04-21,제주덕암 태양광발전소,99.18,사업개시,2022-01-03,2022-06-30
제주시,한림읍,2021-04-23,아마르 태양광발전소,99.68,인허가,,2022-06-30
서귀포시,표선면,2021-04-30,가시사 태양광발전소,999,인허가,,2022-06-30
서귀포시,표선면,2021-04-30,가시삼 태양광발전소,902.7,인허가,,2022-06-30
서귀포시,표선면,2021-04-30,가시이 태양광발전소,698.9,인허가,,2022-06-30
서귀포시,표선면,2021-04-30,가시일 태양광발전소,400.4,인허가,,2022-06-30
제주시,한경면,2021-04-30,(주)성우햇빛발전2호,499.59,인허가,,2022-06-30
서귀포시,대정읍,2021-05-26,맑음에너지2호,99.9,인허가,,2022-06-30
서귀포시,대정읍,2021-05-26,늘해랑에너지,99.9,인허가,,2022-06-30
서귀포시,대정읍,2021-05-26,케이앤더블유에너지3호,99.9,인허가,,2022-06-30
제주시,한림읍,2021-05-27,금빛4호 태양광발전소,29.12,인허가,,2022-06-30
제주시,한림읍,2021-05-27,금빛3호 태양광발전소,99.19,인허가,,2022-06-30
제주시,연동,2021-06-09,무한2호 태양광발전소,99.68,인허가,,2022-06-30
제주시,연동,2021-06-09,무한1호 태양광발전소,99.68,인허가,,2022-06-30
제주시,한경면,2021-06-09,판포3 태양광발전소,1645.28,인허가,,2022-06-30
서귀포시,안덕면,2021-06-18,감산리마을회 태양광발전소(1호기),232.2,공사진행,,2022-06-30
제주시,구좌읍,2021-06-19,제주드림에너지,99.68,인허가,,2022-06-30
제주시,구좌읍,2021-06-19,유성 일렉트로닉스,99.68,인허가,,2022-06-30
제주시,구좌읍,2021-06-19,성환전력,99.68,인허가,,2022-06-30
제주시,구좌읍,2021-06-19,성옥전기,99.68,인허가,,2022-06-30
서귀포시,성산읍,2021-06-21,케이앤더블유에너지7호,99.9,인허가,,2022-06-30
